threshold,aep,longitude,latitude,hit
0.1000000000,0.0000000354,26.1903100000,15.0359712230,1
0.1000000000,0.0000000354,26.2352200000,15.0359712230,1
0.1000000000,0.0000001418,26.2801400000,15.0359712230,1
0.1000000000,0.0000003898,26.3250500000,15.0359712230,1
0.1000000000,0.0000004607,26.3699700000,15.0359712230,1
0.1000000000,0.0000004607,26.4148900000,15.0359712230,1
0.1000000000,0.0000004607,26.4598000000,15.0359712230,1
0.1000000000,0.0000004253,26.5047200000,15.0359712230,1
0.1000000000,0.0000006024,26.5496300000,15.0359712230,1
0.1000000000,0.0000005316,26.5945500000,15.0359712230,1
0.1000000000,0.0000004607,26.6394600000,15.0359712230,1
0.1000000000,0.0000003189,26.6843800000,15.0359712230,1
0.1000000000,0.0000002126,26.7293000000,15.0359712230,1
0.1000000000,0.0000000709,26.7742100000,15.0359712230,1
0.1000000000,0.0000000354,26.1903100000,15.0809352518,1
0.1000000000,0.0000001063,26.2352200000,15.0809352518,1
0.1000000000,0.0000002835,26.2801400000,15.0809352518,1
0.1000000000,0.0000005316,26.3250500000,15.0809352518,1
0.1000000000,0.0000006733,26.3699700000,15.0809352518,1
0.1000000000,0.0000007088,26.4148900000,15.0809352518,1
0.1000000000,0.0000007796,26.4598000000,15.0809352518,1
0.1000000000,0.0000007796,26.5047200000,15.0809352518,1
0.1000000000,0.0000009214,26.5496300000,15.0809352518,1
0.1000000000,0.0000009214,26.5945500000,15.0809352518,1
0.1000000000,0.0000007796,26.6394600000,15.0809352518,1
0.1000000000,0.0000004253,26.6843800000,15.0809352518,1
0.1000000000,0.0000003544,26.7293000000,15.0809352518,1
0.1000000000,0.0000000709,26.7742100000,15.0809352518,1
0.1000000000,0.0000001063,26.1903100000,15.1258992806,1
0.1000000000,0.0000001772,26.2352200000,15.1258992806,1
0.1000000000,0.0000004607,26.2801400000,15.1258992806,1
0.1000000000,0.0000007088,26.3250500000,15.1258992806,1
0.1000000000,0.0000008859,26.3699700000,15.1258992806,1
0.1000000000,0.0000011340,26.4148900000,15.1258992806,1
0.1000000000,0.0000017010,26.4598000000,15.1258992806,1
0.1000000000,0.0000017365,26.5047200000,15.1258992806,1
0.1000000000,0.0000015947,26.5496300000,15.1258992806,1
0.1000000000,0.0000013112,26.5945500000,15.1258992806,1
0.1000000000,0.0000010631,26.6394600000,15.1258992806,1
0.1000000000,0.0000007088,26.6843800000,15.1258992806,1
0.1000000000,0.0000005316,26.7293000000,15.1258992806,1
0.1000000000,0.0000002835,26.7742100000,15.1258992806,1
0.1000000000,0.0000001063,26.8191300000,15.1258992806,1
0.1000000000,0.0000000354,26.8640400000,15.1258992806,1
0.1000000000,0.0000000354,26.9089600000,15.1258992806,1
0.1000000000,0.0000000354,26.0106400000,15.1708633094,1
0.1000000000,0.0000000354,26.0555600000,15.1708633094,1
0.1000000000,0.0000000709,26.1004800000,15.1708633094,1
0.1000000000,0.0000000709,26.1453900000,15.1708633094,1
0.1000000000,0.0000001772,26.1903100000,15.1708633094,1
0.1000000000,0.0000003189,26.2352200000,15.1708633094,1
0.1000000000,0.0000005670,26.2801400000,15.1708633094,1
0.1000000000,0.0000008859,26.3250500000,15.1708633094,1
0.1000000000,0.0000013112,26.3699700000,15.1708633094,1
0.1000000000,0.0000020908,26.4148900000,15.1708633094,1
0.1000000000,0.0000029414,26.4598000000,15.1708633094,1
0.1000000000,0.0000032603,26.5047200000,15.1708633094,1
0.1000000000,0.0000029059,26.5496300000,15.1708633094,1
0.1000000000,0.0000025870,26.5945500000,15.1708633094,1
0.1000000000,0.0000020200,26.6394600000,15.1708633094,1
0.1000000000,0.0000014884,26.6843800000,15.1708633094,1
0.1000000000,0.0000010986,26.7293000000,15.1708633094,1
0.1000000000,0.0000006024,26.7742100000,15.1708633094,1
0.1000000000,0.0000003544,26.8191300000,15.1708633094,1
0.1000000000,0.0000002126,26.8640400000,15.1708633094,1
0.1000000000,0.0000001063,26.9089600000,15.1708633094,1
0.1000000000,0.0000000709,26.9538800000,15.1708633094,1
0.1000000000,0.0000000354,26.9987900000,15.1708633094,1
0.1000000000,0.0000000354,27.0437100000,15.1708633094,1
0.1000000000,0.0000000354,25.9657300000,15.2158273381,1
0.1000000000,0.0000000354,26.0106400000,15.2158273381,1
0.1000000000,0.0000000354,26.0555600000,15.2158273381,1
0.1000000000,0.0000002126,26.1004800000,15.2158273381,1
0.1000000000,0.0000002481,26.1453900000,15.2158273381,1
0.1000000000,0.0000004607,26.1903100000,15.2158273381,1
0.1000000000,0.0000009214,26.2352200000,15.2158273381,1
0.1000000000,0.0000013466,26.2801400000,15.2158273381,1
0.1000000000,0.0000017719,26.3250500000,15.2158273381,1
0.1000000000,0.0000029414,26.3699700000,15.2158273381,1
0.1000000000,0.0000042171,26.4148900000,15.2158273381,1
0.1000000000,0.0000058827,26.4598000000,15.2158273381,1
0.1000000000,0.0000060599,26.5047200000,15.2158273381,1
0.1000000000,0.0000057764,26.5496300000,15.2158273381,1
0.1000000000,0.0000048904,26.5945500000,15.2158273381,1
0.1000000000,0.0000035438,26.6394600000,15.2158273381,1
0.1000000000,0.0000030122,26.6843800000,15.2158273381,1
0.1000000000,0.0000025161,26.7293000000,15.2158273381,1
0.1000000000,0.0000015238,26.7742100000,15.2158273381,1
0.1000000000,0.0000010631,26.8191300000,15.2158273381,1
0.1000000000,0.0000005316,26.8640400000,15.2158273381,1
0.1000000000,0.0000003189,26.9089600000,15.2158273381,1
0.1000000000,0.0000001418,26.9538800000,15.2158273381,1
0.1000000000,0.0000000709,26.9987900000,15.2158273381,1
0.1000000000,0.0000000354,27.0437100000,15.2158273381,1
0.1000000000,0.0000000354,27.0886200000,15.2158273381,1
0.1000000000,0.0000000709,25.9657300000,15.2607913669,1
0.1000000000,0.0000001418,26.0106400000,15.2607913669,1
0.1000000000,0.0000001772,26.0555600000,15.2607913669,1
0.1000000000,0.0000003544,26.1004800000,15.2607913669,1
0.1000000000,0.0000004607,26.1453900000,15.2607913669,1
0.1000000000,0.0000009214,26.1903100000,15.2607913669,1
0.1000000000,0.0000015947,26.2352200000,15.2607913669,1
0.1000000000,0.0000022326,26.2801400000,15.2607913669,1
0.1000000000,0.0000035438,26.3250500000,15.2607913669,1
0.1000000000,0.0000060245,26.3699700000,15.2607913669,1
0.1000000000,0.0000088949,26.4148900000,15.2607913669,1
0.1000000000,0.0000126159,26.4598000000,15.2607913669,1
0.1000000000,0.0000116237,26.5047200000,15.2607913669,1
0.1000000000,0.0000112693,26.5496300000,15.2607913669,1
0.1000000000,0.0000093556,26.5945500000,15.2607913669,1
0.1000000000,0.0000073711,26.6394600000,15.2607913669,1
0.1000000000,0.0000055283,26.6843800000,15.2607913669,1
0.1000000000,0.0000042171,26.7293000000,15.2607913669,1
0.1000000000,0.0000027996,26.7742100000,15.2607913669,1
0.1000000000,0.0000021617,26.8191300000,15.2607913669,1
0.1000000000,0.0000015238,26.8640400000,15.2607913669,1
0.1000000000,0.0000009923,26.9089600000,15.2607913669,1
0.1000000000,0.0000003898,26.9538800000,15.2607913669,1
0.1000000000,0.0000003189,26.9987900000,15.2607913669,1
0.1000000000,0.0000001772,27.0437100000,15.2607913669,1
0.1000000000,0.0000001418,27.0886200000,15.2607913669,1
0.1000000000,0.0000001418,25.9657300000,15.3057553957,1
0.1000000000,0.0000002126,26.0106400000,15.3057553957,1
0.1000000000,0.0000002126,26.0555600000,15.3057553957,1
0.1000000000,0.0000003898,26.1004800000,15.3057553957,1
0.1000000000,0.0000008151,26.1453900000,15.3057553957,1
0.1000000000,0.0000016656,26.1903100000,15.3057553957,1
0.1000000000,0.0000021617,26.2352200000,15.3057553957,1
0.1000000000,0.0000034729,26.2801400000,15.3057553957,1
0.1000000000,0.0000055992,26.3250500000,15.3057553957,1
0.1000000000,0.0000107023,26.3699700000,15.3057553957,1
0.1000000000,0.0000171520,26.4148900000,15.3057553957,1
0.1000000000,0.0000252673,26.4598000000,15.3057553957,1
0.1000000000,0.0000273581,26.5047200000,15.3057553957,1
0.1000000000,0.0000217944,26.5496300000,15.3057553957,1
0.1000000000,0.0000160534,26.5945500000,15.3057553957,1
0.1000000000,0.0000120135,26.6394600000,15.3057553957,1
0.1000000000,0.0000091784,26.6843800000,15.3057553957,1
0.1000000000,0.0000064852,26.7293000000,15.3057553957,1
0.1000000000,0.0000045006,26.7742100000,15.3057553957,1
0.1000000000,0.0000030831,26.8191300000,15.3057553957,1
0.1000000000,0.0000021972,26.8640400000,15.3057553957,1
0.1000000000,0.0000013821,26.9089600000,15.3057553957,1
0.1000000000,0.0000008151,26.9538800000,15.3057553957,1
0.1000000000,0.0000005316,26.9987900000,15.3057553957,1
0.1000000000,0.0000003189,27.0437100000,15.3057553957,1
0.1000000000,0.0000001418,27.0886200000,15.3057553957,1
0.1000000000,0.0000001063,27.1335400000,15.3057553957,1
0.1000000000,0.0000001063,25.9657300000,15.3507194245,1
0.1000000000,0.0000001772,26.0106400000,15.3507194245,1
0.1000000000,0.0000002126,26.0555600000,15.3507194245,1
0.1000000000,0.0000004961,26.1004800000,15.3507194245,1
0.1000000000,0.0000008505,26.1453900000,15.3507194245,1
0.1000000000,0.0000016301,26.1903100000,15.3507194245,1
0.1000000000,0.0000023743,26.2352200000,15.3507194245,1
0.1000000000,0.0000038627,26.2801400000,15.3507194245,1
0.1000000000,0.0000066269,26.3250500000,15.3507194245,1
0.1000000000,0.0000126159,26.3699700000,15.3507194245,1
0.1000000000,0.0000240270,26.4148900000,15.3507194245,1
0.1000000000,0.0000353317,26.4598000000,15.3507194245,1
0.1000000000,0.0000338433,26.5047200000,15.3507194245,1
0.1000000000,0.0000257634,26.5496300000,15.3507194245,1
0.1000000000,0.0000197035,26.5945500000,15.3507194245,1
0.1000000000,0.0000146005,26.6394600000,15.3507194245,1
0.1000000000,0.0000110212,26.6843800000,15.3507194245,1
0.1000000000,0.0000075483,26.7293000000,15.3507194245,1
0.1000000000,0.0000054575,26.7742100000,15.3507194245,1
0.1000000000,0.0000040045,26.8191300000,15.3507194245,1
0.1000000000,0.0000031540,26.8640400000,15.3507194245,1
0.1000000000,0.0000020200,26.9089600000,15.3507194245,1
0.1000000000,0.0000010986,26.9538800000,15.3507194245,1
0.1000000000,0.0000007442,26.9987900000,15.3507194245,1
0.1000000000,0.0000004253,27.0437100000,15.3507194245,1
0.1000000000,0.0000001063,27.0886200000,15.3507194245,1
0.1000000000,0.0000000354,27.1335400000,15.3507194245,1
0.1000000000,0.0000000354,27.1784500000,15.3507194245,1
0.1000000000,0.0000000354,27.2233700000,15.3507194245,1
0.1000000000,0.0000001063,26.0106400000,15.3956834532,1
0.1000000000,0.0000001772,26.0555600000,15.3956834532,1
0.1000000000,0.0000004253,26.1004800000,15.3956834532,1
0.1000000000,0.0000006024,26.1453900000,15.3956834532,1
0.1000000000,0.0000012049,26.1903100000,15.3956834532,1
0.1000000000,0.0000018428,26.2352200000,15.3956834532,1
0.1000000000,0.0000034020,26.2801400000,15.3956834532,1
0.1000000000,0.0000047133,26.3250500000,15.3956834532,1
0.1000000000,0.0000080799,26.3699700000,15.3956834532,1
0.1000000000,0.0000144233,26.4148900000,15.3956834532,1
0.1000000000,0.0000236371,26.4598000000,15.3956834532,1
0.1000000000,0.0000253736,26.5047200000,15.3956834532,1
0.1000000000,0.0000201642,26.5496300000,15.3956834532,1
0.1000000000,0.0000162660,26.5945500000,15.3956834532,1
0.1000000000,0.0000125096,26.6394600000,15.3956834532,1
0.1000000000,0.0000094619,26.6843800000,15.3956834532,1
0.1000000000,0.0000070167,26.7293000000,15.3956834532,1
0.1000000000,0.0000051385,26.7742100000,15.3956834532,1
0.1000000000,0.0000038627,26.8191300000,15.3956834532,1
0.1000000000,0.0000026933,26.8640400000,15.3956834532,1
0.1000000000,0.0000017010,26.9089600000,15.3956834532,1
0.1000000000,0.0000012758,26.9538800000,15.3956834532,1
0.1000000000,0.0000005670,26.9987900000,15.3956834532,1
0.1000000000,0.0000002126,27.0437100000,15.3956834532,1
0.1000000000,0.0000000709,27.0886200000,15.3956834532,1
0.1000000000,0.0000000354,27.1335400000,15.3956834532,1
0.1000000000,0.0000000354,27.1784500000,15.3956834532,1
0.1000000000,0.0000000354,26.0555600000,15.4406474820,1
0.1000000000,0.0000001772,26.1004800000,15.4406474820,1
0.1000000000,0.0000004607,26.1453900000,15.4406474820,1
0.1000000000,0.0000006733,26.1903100000,15.4406474820,1
0.1000000000,0.0000012758,26.2352200000,15.4406474820,1
0.1000000000,0.0000021617,26.2801400000,15.4406474820,1
0.1000000000,0.0000029059,26.3250500000,15.4406474820,1
0.1000000000,0.0000040045,26.3699700000,15.4406474820,1
0.1000000000,0.0000057055,26.4148900000,15.4406474820,1
0.1000000000,0.0000078672,26.4598000000,15.4406474820,1
0.1000000000,0.0000094619,26.5047200000,15.4406474820,1
0.1000000000,0.0000100290,26.5496300000,15.4406474820,1
0.1000000000,0.0000086114,26.5945500000,15.4406474820,1
0.1000000000,0.0000070167,26.6394600000,15.4406474820,1
0.1000000000,0.0000054220,26.6843800000,15.4406474820,1
0.1000000000,0.0000040754,26.7293000000,15.4406474820,1
0.1000000000,0.0000031894,26.7742100000,15.4406474820,1
0.1000000000,0.0000024098,26.8191300000,15.4406474820,1
0.1000000000,0.0000018073,26.8640400000,15.4406474820,1
0.1000000000,0.0000010631,26.9089600000,15.4406474820,1
0.1000000000,0.0000006379,26.9538800000,15.4406474820,1
0.1000000000,0.0000004253,26.9987900000,15.4406474820,1
0.1000000000,0.0000001063,27.0437100000,15.4406474820,1
0.1000000000,0.0000000354,27.0886200000,15.4406474820,1
0.1000000000,0.0000001772,26.1453900000,15.4856115108,1
0.1000000000,0.0000003544,26.1903100000,15.4856115108,1
0.1000000000,0.0000005316,26.2352200000,15.4856115108,1
0.1000000000,0.0000009568,26.2801400000,15.4856115108,1
0.1000000000,0.0000015238,26.3250500000,15.4856115108,1
0.1000000000,0.0000019845,26.3699700000,15.4856115108,1
0.1000000000,0.0000023743,26.4148900000,15.4856115108,1
0.1000000000,0.0000028705,26.4598000000,15.4856115108,1
0.1000000000,0.0000036856,26.5047200000,15.4856115108,1
0.1000000000,0.0000035792,26.5496300000,15.4856115108,1
0.1000000000,0.0000037210,26.5945500000,15.4856115108,1
0.1000000000,0.0000035438,26.6394600000,15.4856115108,1
0.1000000000,0.0000028705,26.6843800000,15.4856115108,1
0.1000000000,0.0000023389,26.7293000000,15.4856115108,1
0.1000000000,0.0000018428,26.7742100000,15.4856115108,1
0.1000000000,0.0000013821,26.8191300000,15.4856115108,1
0.1000000000,0.0000010631,26.8640400000,15.4856115108,1
0.1000000000,0.0000006024,26.9089600000,15.4856115108,1
0.1000000000,0.0000003544,26.9538800000,15.4856115108,1
0.1000000000,0.0000001772,26.9987900000,15.4856115108,1
0.1000000000,0.0000000709,27.0437100000,15.4856115108,1
0.1000000000,0.0000000709,26.1453900000,15.5305755396,1
0.1000000000,0.0000000709,26.1903100000,15.5305755396,1
0.1000000000,0.0000001772,26.2352200000,15.5305755396,1
0.1000000000,0.0000002481,26.2801400000,15.5305755396,1
0.1000000000,0.0000003898,26.3250500000,15.5305755396,1
0.1000000000,0.0000006733,26.3699700000,15.5305755396,1
0.1000000000,0.0000008151,26.4148900000,15.5305755396,1
0.1000000000,0.0000009214,26.4598000000,15.5305755396,1
0.1000000000,0.0000010277,26.5047200000,15.5305755396,1
0.1000000000,0.0000015947,26.5496300000,15.5305755396,1
0.1000000000,0.0000016656,26.5945500000,15.5305755396,1
0.1000000000,0.0000016656,26.6394600000,15.5305755396,1
0.1000000000,0.0000014884,26.6843800000,15.5305755396,1
0.1000000000,0.0000012403,26.7293000000,15.5305755396,1
0.1000000000,0.0000010277,26.7742100000,15.5305755396,1
0.1000000000,0.0000008859,26.8191300000,15.5305755396,1
0.1000000000,0.0000004253,26.8640400000,15.5305755396,1
0.1000000000,0.0000003189,26.9089600000,15.5305755396,1
0.1000000000,0.0000002126,26.9538800000,15.5305755396,1
0.1000000000,0.0000000709,26.9987900000,15.5305755396,1
0.1000000000,0.0000000354,26.2801400000,15.5755395683,1
0.1000000000,0.0000001063,26.3250500000,15.5755395683,1
0.1000000000,0.0000001063,26.3699700000,15.5755395683,1
0.1000000000,0.0000001772,26.4148900000,15.5755395683,1
0.1000000000,0.0000002126,26.4598000000,15.5755395683,1
0.1000000000,0.0000003189,26.5047200000,15.5755395683,1
0.1000000000,0.0000003189,26.5496300000,15.5755395683,1
0.1000000000,0.0000003898,26.5945500000,15.5755395683,1
0.1000000000,0.0000007442,26.6394600000,15.5755395683,1
0.1000000000,0.0000007088,26.6843800000,15.5755395683,1
0.1000000000,0.0000005670,26.7293000000,15.5755395683,1
0.1000000000,0.0000004607,26.7742100000,15.5755395683,1
0.1000000000,0.0000003544,26.8191300000,15.5755395683,1
0.1000000000,0.0000001772,26.8640400000,15.5755395683,1
0.1000000000,0.0000001418,26.9089600000,15.5755395683,1
0.1000000000,0.0000001418,26.9538800000,15.5755395683,1
0.1000000000,0.0000000354,26.9987900000,15.5755395683,1
0.1000000000,0.0000001063,26.5496300000,15.6205035971,1
0.1000000000,0.0000001418,26.5945500000,15.6205035971,1
0.1000000000,0.0000001418,26.6394600000,15.6205035971,1
0.1000000000,0.0000001418,26.6843800000,15.6205035971,1
0.1000000000,0.0000001063,26.7293000000,15.6205035971,1
0.1000000000,0.0000000709,26.7742100000,15.6205035971,1
0.1000000000,0.0000000709,26.8191300000,15.6205035971,1
0.1000000000,0.0000000354,26.8640400000,15.6205035971,1
0.1000000000,0.0000000354,26.9089600000,15.6205035971,1
0.1000000000,0.0000000354,26.9538800000,15.6205035971,1
0.1000000000,0.0000000354,26.6394600000,15.6654676259,1
0.1000000000,0.0000000354,26.6843800000,15.6654676259,1
1.0000000000,0.0000000023,24.2589300000,12.7877697842,1
1.0000000000,0.0000000023,24.1241800000,12.8327338129,1
1.0000000000,0.0000000046,24.1691000000,12.8327338129,1
1.0000000000,0.0000000207,24.2589300000,12.8327338129,1
1.0000000000,0.0000000069,24.3038500000,12.8327338129,1
1.0000000000,0.0000000138,24.1691000000,12.8776978417,1
1.0000000000,0.0000000345,24.2140100000,12.8776978417,1
1.0000000000,0.0000000989,24.2589300000,12.8776978417,1
1.0000000000,0.0000000437,24.3038500000,12.8776978417,1
1.0000000000,0.0000000092,24.3487600000,12.8776978417,1
1.0000000000,0.0000000069,24.3936800000,12.8776978417,1
1.0000000000,0.0000000115,24.1241800000,12.9226618705,1
1.0000000000,0.0000000736,24.1691000000,12.9226618705,1
1.0000000000,0.0000002161,24.2140100000,12.9226618705,1
1.0000000000,0.0000004276,24.2589300000,12.9226618705,1
1.0000000000,0.0000002989,24.3038500000,12.9226618705,1
1.0000000000,0.0000001356,24.3487600000,12.9226618705,1
1.0000000000,0.0000000299,24.3936800000,12.9226618705,1
1.0000000000,0.0000000046,24.4385900000,12.9226618705,1
1.0000000000,0.0000000023,24.0792700000,12.9676258993,1
1.0000000000,0.0000000529,24.1241800000,12.9676258993,1
1.0000000000,0.0000002138,24.1691000000,12.9676258993,1
1.0000000000,0.0000006184,24.2140100000,12.9676258993,1
1.0000000000,0.0000017563,24.2589300000,12.9676258993,1
1.0000000000,0.0000009954,24.3038500000,12.9676258993,1
1.0000000000,0.0000003586,24.3487600000,12.9676258993,1
1.0000000000,0.0000001034,24.3936800000,12.9676258993,1
1.0000000000,0.0000000230,24.4385900000,12.9676258993,1
1.0000000000,0.0000000023,24.0792700000,13.0125899281,1
1.0000000000,0.0000000161,24.1241800000,13.0125899281,1
1.0000000000,0.0000001011,24.1691000000,13.0125899281,1
1.0000000000,0.0000002644,24.2140100000,13.0125899281,1
1.0000000000,0.0000003701,24.2589300000,13.0125899281,1
1.0000000000,0.0000002966,24.3038500000,13.0125899281,1
1.0000000000,0.0000001517,24.3487600000,13.0125899281,1
1.0000000000,0.0000000414,24.3936800000,13.0125899281,1
1.0000000000,0.0000000092,24.4385900000,13.0125899281,1
1.0000000000,0.0000000023,24.1691000000,13.0575539568,1
1.0000000000,0.0000000092,24.2140100000,13.0575539568,1
1.0000000000,0.0000000092,24.2589300000,13.0575539568,1
1.0000000000,0.0000000138,24.3038500000,13.0575539568,1
1.0000000000,0.0000000207,24.3487600000,13.0575539568,1
1.0000000000,0.0000000813,26.4148900000,15.2158273381,1
1.0000000000,0.0000004064,26.4598000000,15.2158273381,1
1.0000000000,0.0000001219,26.5047200000,15.2158273381,1
1.0000000000,0.0000001219,26.5496300000,15.2158273381,1
1.0000000000,0.0000001626,26.3699700000,15.2607913669,1
1.0000000000,0.0000007722,26.4148900000,15.2607913669,1
1.0000000000,0.0000012192,26.4598000000,15.2607913669,1
1.0000000000,0.0000011379,26.5047200000,15.2607913669,1
1.0000000000,0.0000006096,26.5496300000,15.2607913669,1
1.0000000000,0.0000000406,26.5945500000,15.2607913669,1
1.0000000000,0.0000000406,26.2801400000,15.3057553957,1
1.0000000000,0.0000002845,26.3250500000,15.3057553957,1
1.0000000000,0.0000012598,26.3699700000,15.3057553957,1
1.0000000000,0.0000034950,26.4148900000,15.3057553957,1
1.0000000000,0.0000083718,26.4598000000,15.3057553957,1
1.0000000000,0.0000062585,26.5047200000,15.3057553957,1
1.0000000000,0.0000027229,26.5496300000,15.3057553957,1
1.0000000000,0.0000008941,26.5945500000,15.3057553957,1
1.0000000000,0.0000001626,26.6394600000,15.3057553957,1
1.0000000000,0.0000001219,26.2801400000,15.3507194245,1
1.0000000000,0.0000007315,26.3250500000,15.3507194245,1
1.0000000000,0.0000025603,26.3699700000,15.3507194245,1
1.0000000000,0.0000085344,26.4148900000,15.3507194245,1
1.0000000000,0.0000289356,26.4598000000,15.3507194245,1
1.0000000000,0.0000180441,26.5047200000,15.3507194245,1
1.0000000000,0.0000074777,26.5496300000,15.3507194245,1
1.0000000000,0.0000031293,26.5945500000,15.3507194245,1
1.0000000000,0.0000005690,26.6394600000,15.3507194245,1
1.0000000000,0.0000000406,26.6843800000,15.3507194245,1
1.0000000000,0.0000002438,26.3250500000,15.3956834532,1
1.0000000000,0.0000008941,26.3699700000,15.3956834532,1
1.0000000000,0.0000028854,26.4148900000,15.3956834532,1
1.0000000000,0.0000052832,26.4598000000,15.3956834532,1
1.0000000000,0.0000055677,26.5047200000,15.3956834532,1
1.0000000000,0.0000032512,26.5496300000,15.3956834532,1
1.0000000000,0.0000014630,26.5945500000,15.3956834532,1
1.0000000000,0.0000002845,26.6394600000,15.3956834532,1
1.0000000000,0.0000001219,26.4148900000,15.4406474820,1
1.0000000000,0.0000004064,26.4598000000,15.4406474820,1
1.0000000000,0.0000004877,26.5047200000,15.4406474820,1
1.0000000000,0.0000004877,26.5496300000,15.4406474820,1
1.0000000000,0.0000001219,26.5945500000,15.4406474820,1
1.0000000000,0.0000000406,26.6394600000,15.4406474820,1
10.0000000000,0.0000020000,24.2589300000,12.9676258993,1
